article_key,title,topic,citation,doi
/articles/518141b,Deep-brain zap for addiction,NA,"Science 347, 659–664 (2015)",https://doi.org/10.1126/science.1260776
/articles/518141c,Soggy climates affect language,NA,"Proc. Natl Acad. Sci. USA 112, 1322–1327 (2015)",https://doi.org/10.1073/pnas.1417413112
/articles/518141d,A hint at how hearing evolved,NA,"J. Exp. Biol. 218, 381–387 (2015)",https://doi.org/10.1242/jeb.116012
/articles/518008a,Birds diversify at close quarters,NA,http://doi.org/zt3,http://doi.org/zt3
/articles/518008b,What drives sugar addiction,NA,"Cell 160, 528–541 (2015)",https://doi.org/10.1016/j.cell.2015.01.003
/articles/518008c,Robot zips away like an octopus,NA,http://dx.doi.org/10.1088/1748-3190/10/1/016016,https://doi.org/10.1088/1748-3190/10/1/016016
/articles/518008d,Smoke makes tornadoes worse,NA,http://doi.org/zqq,http://doi.org/zqq
/articles/518009a,Graphene sponge like rubbery cork,NA,"Nature Commun. 6, 6141 (2015)",https://doi.org/10.1038/ncomms7141
/articles/518009b,Hot and hotter in Europe,NA,http://doi.org/zqr,http://doi.org/zqr
/articles/518009c,Chicks like a small number on the left,NA,"Science 347, 534–536 (2015)",https://doi.org/10.1126/science.aaa1379
/articles/518009d,Iceland rises out of the melting ice,NA,http://dx.doi.org/10.1002/2014GL062446,https://doi.org/10.1002/2014GL062446
/articles/518009e,Squid change colour on camera,NA,"J. Exp. Biol. 218, 265–275 (2015)",https://doi.org/10.1242/jeb.114157
/articles/517530a,Dams reshape the world's rivers,NA,"Environ. Res. Lett. 10, 015001 (2015)",https://doi.org/10.1088/1748-9326/10/1/015001
/articles/517530b,"Less cancer protein, longer life",NA,https://doi.org/10.1038/517530b,https://doi.org/10.1038/517530b
/articles/517530c,Bird's flight captured in a box,NA,"J. R. Soc. Interface 12, 20141283 (2015)",https://doi.org/10.1098/rsif.2014.1283
/articles/517530d,Sodium explosion caught on camera,NA,http://dx.doi.org/10.1038/nchem.2161,https://doi.org/10.1038/nchem.2161
/articles/517530e,Big swings in weather to come,NA,https://doi.org/10.1038/517530e,https://doi.org/10.1038/517530e
/articles/517531a,Ancient hands built for tools,NA,"Science 347, 395–399 (2015)",https://doi.org/10.1126/science.1261735
/articles/517531b,Pumas feel the fear near humans,NA,"Proc. R. Soc. B 282, 20142711 (2015)",https://doi.org/10.1098/rspb.2014.2711
/articles/517531c,Methane escapes from major city,NA,https://doi.org/10.1038/517531c,https://doi.org/10.1038/517531c
/articles/517531d,How yeast go multicellular,NA,"Nature Commun. 6, 6102 (2015)",https://doi.org/10.1038/ncomms7102
/articles/517414a,Turtles' magnetic attraction to home,NA,http://doi.org/zc7,http://doi.org/zc7
/articles/517414b,Muscle in a dish twitches,NA,http://doi.org/zfs,http://doi.org/zfs
/articles/517414c,How nitrogen got to Earth,NA,http://dx.doi.org/10.1038/ngeo2339,https://doi.org/10.1038/ngeo2339
/articles/517414d,Stem cells for bone growth,NA,"Cell 160, 269–284",https://doi.org/10.1016/j.cell.2014.11.042
/articles/517414e,Small trees save forests,NA,http://doi.org/zfj,http://doi.org/zfj
/articles/517415a,How baby rodents block pain,NA,"J. Neurosci. 35, 457–466 (2015)",https://doi.org/10.1523/JNEUROSCI.2315-14.2015
/articles/517415b,Antarctic ice melt may speed up,NA,"Earth Planet. Sci. Lett. 412, 112–121 (2015)",https://doi.org/10.1016/j.epsl.2014.12.035
/articles/517415c,Tuberculosis has history in its DNA,NA,http://dx.doi.org/10.1038/ng.3195,https://doi.org/10.1038/ng.3195
/articles/517415d,Gold-rush threat to tropical forests,NA,"Environ. Res. Lett. 10, 014006 (2015)",https://doi.org/10.1088/1748-9326/10/1/014006
/articles/517246a,Monkey in the mirror,NA,https://doi.org/10.1038/517246a,https://doi.org/10.1038/517246a
/articles/517246b,Gut microbes' survival tactics,NA,"Science 347, 170–175 (2015)",https://doi.org/10.1126/science.1260580
/articles/517246c,Arsenic forms a semiconductor,NA,https://doi.org/10.1038/517246c,https://doi.org/10.1038/517246c
/articles/517246d,Lungs began with many chambers,NA,"Biol. Lett. 11, 20140848 (2015)",https://doi.org/10.1098/rsbl.2014.0848
/articles/517246e,Resource use peaks worldwide,NA,"Ecol. Soc. 19, 50 (2014)",https://doi.org/10.5751/ES-07039-190450
/articles/517247a,Silicon buckles to form 3D shapes,NA,"Science 347, 154–159 (2015)",https://doi.org/10.1126/science.1260960
/articles/517247b,Mosquitoes gain resistance,NA,https://doi.org/10.1038/517247b,https://doi.org/10.1038/517247b
/articles/517247c,Few photons make 'ghost image',NA,"Nature Commun. 6, 5913 (2015)",https://doi.org/10.1038/ncomms6913
/articles/517247d,Maize's journey out of Mexico,NA,https://doi.org/10.1038/517247d,https://doi.org/10.1038/517247d
/articles/517124a,Salmon adapt to warmer waters,NA,https://doi.org/10.1038/517124a,https://doi.org/10.1038/517124a
/articles/517124b,Muscle sensor controls robot arm,NA,https://doi.org/10.1038/517124b,https://doi.org/10.1038/517124b
/articles/517124c,Cold drug fits in virus's pocket,NA,"Science 347, 71–74 (2015)",https://doi.org/10.1126/science.1261962
/articles/517124d,Light bones linked to less activity,NA,https://doi.org/10.1038/517124d,https://doi.org/10.1038/517124d
/articles/517125a,Cells stop dividing to heal wounds,NA,"Dev. Cell 31, 722–733 (2014)",https://doi.org/10.1016/j.devcel.2014.11.012
/articles/517125b,Direct route from gut to brain,NA,https://doi.org/10.1038/517125b,https://doi.org/10.1038/517125b
/articles/517125c,Fat cells fight bacterial infection,NA,"Science 347, 67–71 (2015)",https://doi.org/10.1126/science.1260972
/articles/517125d,Diabetes reversed after transplant,NA,https://doi.org/10.1038/517125d,https://doi.org/10.1038/517125d
/articles/517125e,Small numbers led to lemur demise,NA,https://doi.org/10.1038/517125e,https://doi.org/10.1038/517125e
/articles/516290a,Fish adopt chemical camouflage,NA,http://dx.doi.org/10.1098/rspb.2014.1887,https://doi.org/10.1098/rspb.2014.1887
/articles/516290b,Lake cores support legend of typhoons,NA,http://doi.org/xqp,http://www.doi.org/xqp
/articles/516290c,Lopsided hail hits harder,NA,http://doi.org/xqq,http://www.doi.org/xqq
/articles/516290d,How bacteria and host fight for iron,NA,"Science 346, 1362–1366 (2014)",https://doi.org/10.1126/science.1259329
/articles/516291a,How a Maya city rose and fell,NA,http://dx.doi.org/10.1073/pnas.1408631111,https://doi.org/10.1073/pnas.1408631111
/articles/516291b,Record-breaking electron boost,NA,"Phys. Rev. Lett. 113, 245002 (2014)",https://doi.org/10.1103/PhysRevLett.113.245002
/articles/516291c,Painkillers made in minutes,NA,http://doi.org/f2wk4c,http://www.doi.org/f2wk4c
/articles/516291d,Pesticide moves up food chain,NA,http://doi.org/xqr,http://www.doi.org/xqr
/articles/516291e,Exoplanet seen from Earth,NA,"Astrophys. J. Lett. 797, L21 (2014)",https://doi.org/10.1088/2041-8205/797/2/L21
/articles/516146a,Cockroach night-vision,NA,"J. Exp. Biol. 217, 4262–4268 (2014)",https://doi.org/10.1242/jeb.112425
/articles/516146b,Smartphones sniff gases,NA,http://dx.doi.org/10.1073/pnas.1415403111,https://doi.org/10.1073/pnas.1415403111
/articles/516146c,Ancient apes digested ethanol,NA,https://doi.org/10.1038/516146c,https://doi.org/10.1038/516146c
/articles/516146d,Antarctic ice loss accelerates,NA,https://doi.org/10.1038/516146d,https://doi.org/10.1038/516146d
/articles/516146e,Melted Antarctic ice may not return,NA,https://doi.org/10.1038/516146e,https://doi.org/10.1038/516146e
/articles/516147a,Electric eel zaps neurons of its prey,NA,"Science 346, 1231–1234 (2014)",https://doi.org/10.1126/science.1260807
/articles/516147b,How immune cells search and destroy,NA,"Science 346, 1234–1238 (2014)",https://doi.org/10.1126/science.1256478
/articles/516147c,Injury blunts brain waste disposal,NA,"J. Neurosci. 34, 16180–16193 (2014)",https://doi.org/10.1523/JNEUROSCI.3020-14.2014
/articles/516147d,Some bats click wings to navigate,NA,https://doi.org/10.1038/516147d,https://doi.org/10.1038/516147d
/articles/516010a,Bees lose their favourite flowers,NA,https://doi.org/10.1038/516010a,https://doi.org/10.1038/516010a
/articles/516010b,Qubits come close to perfection,NA,"Phys. Rev. Lett. 113, 220501 (2014)",https://doi.org/10.1103/PhysRevLett.113.220501
/articles/516010c,Old blood reveals cancer risk factors,NA,https://doi.org/10.1038/516010c,https://doi.org/10.1038/516010c
/articles/516010d,How the silver Koi carp shines,NA,https://doi.org/10.1038/516010d,https://doi.org/10.1038/516010d
/articles/516011a,Europe feels fracking shakes,NA,https://doi.org/10.1038/516011a,https://doi.org/10.1038/516011a
/articles/516011b,Predicting cancer-therapy success,NA,https://doi.org/10.1038/516011b,https://doi.org/10.1038/516011b
/articles/516011c,Matched stem cells still rejected,NA,"Cell Stem Cell 16, 1–6 (2015)",https://doi.org/10.1016/j.stem.2014.11.003
/articles/516011d,Tumours set stage for their spread,NA,https://doi.org/10.1038/516011d,https://doi.org/10.1038/516011d
/articles/515468a,Earthquake risk for North China city,NA,https://doi.org/10.1038/515468a,https://doi.org/10.1038/515468a
/articles/515468b,Diodes printed in three dimensions,NA,http://dx.doi.org/10.1021/nl5033292,https://doi.org/10.1021/nl5033292
/articles/515468c,Termite eggs ward off sperm,NA,https://doi.org/10.1038/515468c,https://doi.org/10.1038/515468c
/articles/515468d,Rapid synthesis a thousand times,NA,https://doi.org/10.1038/515468d,https://doi.org/10.1038/515468d
/articles/515469a,RNA pockets help parasites to infect,NA,https://doi.org/10.1038/515469a,https://doi.org/10.1038/515469a
/articles/515469b,How Greenland got its ice,NA,https://doi.org/10.1038/515469b,https://doi.org/10.1038/515469b
/articles/515469c,Blu-ray patterns pump up solar cells,NA,"Nature Commun. 5, 5517 (2014)",https://doi.org/10.1038/ncomms6517
/articles/515469d,Epilepsy controlled from a distance,NA,http://dx.doi.org/10.1523/eneuro.0005-14.2014,https://doi.org/10.1523/eneuro.0005-14.2014
/articles/515469e,Fish tags guide seal predators,NA,"Proc. R. Soc. B 282, 20141595 (2015)",https://doi.org/10.1098/rspb.2014.1595
/articles/515314a,Twisty light sends images across Vienna,NA,"New J. Phys. 16, 113028 (2014)",https://doi.org/10.1088/1367-2630/16/11/113028
/articles/515314b,Exploding DNA goes back together,NA,"Cancer Cell 26, 653–667 (2014)",https://doi.org/10.1016/j.ccell.2014.09.010
/articles/515314c,Mind manipulates gene expression,NA,"Nature Commun. 5, 5392 (2014)",https://doi.org/10.1038/ncomms6392
/articles/515314d,Eyespots shift predators' attack,NA,"Proc. R. Soc. B 282, 20141531 (2014)",https://doi.org/10.1098/rspb.2014.1531
/articles/515314e,Molecular fan opens under light,NA,https://doi.org/10.1038/515314e,https://doi.org/10.1038/515314e
/articles/515315a,Leopard-skin origins traced,NA,https://doi.org/10.1038/515315a,https://doi.org/10.1038/515315a
/articles/515315b,Beware tainted microbe studies,NA,"BMC Biol. 12, 87 (2014) ;",https://doi.org/10.1186/s12915-014-0087-z
/articles/515315c,Merged stars dodge black hole,NA,"Astrophys. J. Lett. 796, L8 (2014)",https://doi.org/10.1088/2041-8205/796/1/L8
/articles/515315d,Water vapour predicts flooding,NA,"Nature Commun. 5, 5382 (2014)",https://doi.org/10.1038/ncomms6382
/articles/515166a,Volcanic cooling underestimated,NA,https://doi.org/10.1038/515166a,https://doi.org/10.1038/515166a
/articles/515166b,Controlling the coffee-ring effect,NA,https://doi.org/10.1038/515166b,https://doi.org/10.1038/515166b
/articles/515166c,Insect natural history traced,NA,"Science 346, 763–767 (2014)",https://doi.org/10.1126/science.1257570
/articles/515166d,Cell decoys capture toxins,NA,https://doi.org/10.1038/515166d,https://doi.org/10.1038/515166d
/articles/515167a,Tropical storms not intensifying,NA,https://doi.org/10.1038/515167a,https://doi.org/10.1038/515167a
/articles/515167b,Amateurs spot unusual exoplanet,NA,"Astrophys. J. 795, 167 (2014)",https://doi.org/10.1088/0004-637X/795/2/167
/articles/515167c,Nanocoils make batteries stretchy,NA,https://doi.org/10.1038/515167c,https://doi.org/10.1038/515167c
/articles/515167d,Ghostly feelings from brain mix-up,NA,https://doi.org/10.1038/515167d,https://doi.org/10.1038/515167d
/articles/515167e,Pasture plants are also weeds,NA,https://doi.org/10.1038/515167e,https://doi.org/10.1038/515167e
/articles/515010a,Fish grind teeth to grunt,NA,"J. Exp. Biol. 217, 3862–3869 (2014)",https://doi.org/10.1242/jeb.109025
/articles/515010b,Improved mouse for Ebola research,NA,https://doi.org/10.1038/515010b,https://doi.org/10.1038/515010b
/articles/515010c,How baby bones self-repair,NA,"Dev. Cell 31, 159–170 (2014)",https://doi.org/10.1016/j.devcel.2014.08.026
/articles/515010d,Device bends light from all angles,NA,https://doi.org/10.1038/515010d,https://doi.org/10.1038/515010d
/articles/515011a,Greenland's ice at mercy of ocean,NA,https://doi.org/10.1038/515011a,https://doi.org/10.1038/515011a
/articles/515011b,Chimps plan for better breakfasts,NA,https://doi.org/10.1038/515011b,https://doi.org/10.1038/515011b
/articles/515011c,Nostalgia rewards the brain,NA,https://doi.org/10.1038/515011c,https://doi.org/10.1038/515011c
/articles/515011d,Warming from soot overestimated,NA,"Atmos. Chem. Phys. 14, 10989–11010 (2014)",https://doi.org/10.5194/acp-14-10989-2014
/articles/515011e,Vibrations yield new type of bond,NA,https://doi.org/10.1038/515011e,https://doi.org/10.1038/515011e
/articles/514538a,Lizards adapt quickly to invaders,NA,"Science 346, 463–466 (2014)",https://doi.org/10.1126/science.1257008
/articles/514538b,Mercury's ice is a recent arrival,NA,https://doi.org/10.1038/514538b,https://doi.org/10.1038/514538b
/articles/514538c,Teamwork helps yeast to infect,NA,"Nature Commun. 5, 5194 (2014)",https://doi.org/10.1038/ncomms6194
/articles/514538d,Mysterious signals may be from Earth,NA,"Astrophys. J. 795, 19 (2014)",https://doi.org/10.1088/0004-637X/795/1/19
/articles/514538e,Tumours linked to cellular rubbish,NA,https://doi.org/10.1038/514538e,https://doi.org/10.1038/514538e
/articles/514539a,Molecular sponges store oxygen,NA,https://doi.org/10.1038/514539a,https://doi.org/10.1038/514539a
/articles/514539b,Channels hint at glacier hardiness,NA,https://doi.org/10.1038/514539b,https://doi.org/10.1038/514539b
/articles/514539c,Paper-based gene tools,NA,https://doi.org/10.1038/514539c,https://doi.org/10.1038/514539c
/articles/514539d,Sunshine drives graphene machines,NA,https://doi.org/10.1038/514539d,https://doi.org/10.1038/514539d
/articles/514406a,Solar atmosphere is a hotbed of activity,NA,https://doi.org/10.1038/514406a,https://doi.org/10.1038/514406a
/articles/514406b,Obesity link to jet-lagged microbes,NA,https://doi.org/10.1038/514406b,https://doi.org/10.1038/514406b
/articles/514406c,Horn trade could save rhinos,NA,http://dx.doi.org/10.1111/cobi.12412,https://doi.org/10.1111/cobi.12412
/articles/514406d,Cell transplants enhance vision,NA,https://doi.org/10.1038/514406d,https://doi.org/10.1038/514406d
/articles/514407a,Laser moves items long distances,NA,https://doi.org/10.1038/514407a,https://doi.org/10.1038/514407a
/articles/514407b,Tornadoes growing more clustered,NA,"Science 346, 349–352 (2014)",https://doi.org/10.1126/science.1257460
/articles/514407c,Molecule boosts brain rewiring,NA,"Sci. Transl. Med. 6, 258ra140 (2014)",https://doi.org/10.1126/scitranslmed.3010157
/articles/514407d,Strange fossil is a vertebrate cousin,NA,"BMC Evol. Biol. 14, 214 (2014)",https://doi.org/10.1186/s12862-014-0214-z
/articles/514407e,Immunotherapy beats leukaemia,NA,"N. Engl. J. Med. 371, 1507–1517 (2014)",https://doi.org/10.1056/NEJMoa1407222
/articles/514276a,Weather explains Asian glacier survival,NA,http://doi.org/v9g,http://www.doi.org/v9g
/articles/514276b,Benefits outweigh clean-energy costs,NA,http://doi.org/v8d,http://www.doi.org/v8d
/articles/514276c,Birds colour-match their nests,NA,"The Auk 132, 11–15 (2015)",https://doi.org/10.1642/AUK-14-77.1
/articles/514276d,Plants inspire medical coating,NA,http://doi.org/v9j,http://www.doi.org/v9j
/articles/514276e,A monkey model of Alzheimer's,NA,"J. Neurosci. 34, 13629–13643 (2014)",https://doi.org/10.1523/JNEUROSCI.1353-14.2014
/articles/514277a,Another try at gene therapy for SCID,NA,"N. Engl. J. Med. 371, 1407–1417 (2014)",https://doi.org/10.1056/NEJMoa1404588
/articles/514277b,Cities will grow thirsty,NA,"Environ. Res. Lett. 9, 104004 (2014)",https://doi.org/10.1088/1748-9326/9/10/104004
/articles/514277c,Marine slime ferries parasite,NA,"Proc. R. Soc. B 281, 20141287 (2014)",https://doi.org/10.1098/rspb.2014.1287
/articles/514277d,Better control over bionics,NA,"Sci. Transl. Med. 6, 257ra138;",https://doi.org/10.1126/scitranslmed.3008669
/articles/514142a,Oldest ant lover found entombed,NA,https://doi.org/10.1038/514142a,https://doi.org/10.1038/514142a
/articles/514142b,Fluid-based sensor bends and twists,NA,"Nature Commun. 5, 5032 (2014)",https://doi.org/10.1038/ncomms6032
/articles/514142c,Hundreds of genes for height,NA,https://doi.org/10.1038/514142c,https://doi.org/10.1038/514142c
/articles/514142d,Ocean warming underestimated,NA,https://doi.org/10.1038/514142d,https://doi.org/10.1038/514142d
/articles/514143a,Mid-depth quakes are risky too,NA,https://doi.org/10.1038/514143a,https://doi.org/10.1038/514143a
/articles/514143b,How curiosity enhances learning,NA,https://doi.org/10.1038/514143b,https://doi.org/10.1038/514143b
/articles/514143c,Plant growth leads to Arctic warming,NA,"Environ. Res. Lett. 9, 094007 (2014)",https://doi.org/10.1088/1748-9326/9/9/094007
/articles/514143d,Gene switch helps bacteria invade,NA,"Nature Commun. 5, 5055 (2014)",https://doi.org/10.1038/ncomms6055
/articles/514008a,Amphibian regrew limbs long ago,NA,"Proc. R. Soc. B 281, 20141550 (2014)",https://doi.org/10.1098/rspb.2014.1550
/articles/514008b,Microphone made from a molecule,NA,"Phys. Rev. Lett. 113, 135505 (2014)",https://doi.org/10.1103/PhysRevLett.113.135505
/articles/514008c,Paralysed rats stimulated to walk,NA,"Sci. Transl. Med. 6, 255ra133 (2014)",https://doi.org/10.1126/scitranslmed.3008325
/articles/514008d,Vitamin D boosts cancer treatment,NA,"Cell 159, 80–93 (2014)",https://doi.org/10.1016/j.cell.2014.08.007
/articles/514008e,Dingo destruction okay for prey,NA,"Front. Zool. 11, 56 (2014)",https://doi.org/10.1186/s12983-014-0056-y
/articles/514009a,Stone tools not out of Africa,NA,"Science 345, 1609–1613 (2014)",https://doi.org/10.1126/science.1256484
/articles/514009b,Winds favoured Pacific exploration,NA,Proc. Natl Acad. Sci. USA 10.1073/pnas.1408918111 (2014),https://doi.org/10.1073/pnas.1408918111
/articles/514009c,Space ripples could pump up stars,NA,"Mon. Not. R. Astron. Soc. 445, L74–L78 (2014)",https://doi.org/10.1093/mnrasl/slu136
/articles/514009d,Ancient roots of daily rhythm,NA,"Cell 159, 46–57 (2014)",https://doi.org/10.1016/j.cell.2014.07.042
/articles/513462a,Clock ticks for tiny group of fish,NA,Proc. R. Soc. B 20141648 (2014),https://doi.org/10.1098/rspb.2014.1648
/articles/513462b,Cord-blood cells made plentiful,NA,"Science 345, 1509–1512 (2014)",https://doi.org/10.1126/science.1256337
/articles/513462c,Boring invaders held at the border,NA,https://doi.org/10.1038/513462c,https://doi.org/10.1038/513462c
/articles/513462d,Flu virus comes in various flavours,NA,"Nature Commun. 5, 4816 (2014)",https://doi.org/10.1038/ncomms5816
/articles/513462e,Therapy broadens immune response,NA,"Sci. Transl. Med. 6, 254ra128 (2014)",https://doi.org/10.1126/scitranslmed.3008918
/articles/513463a,Photons made to dance together,NA,"Phys. Rev. Lett. 113, 113603 (2014)",https://doi.org/10.1103/PhysRevLett.113.113603
/articles/513463b,On the trail of a drug in plants,NA,https://doi.org/10.1038/513463b,https://doi.org/10.1038/513463b
/articles/513463c,Mutation has big disease effect,NA,"Nature Commun. 5, 4871 (2014)",https://doi.org/10.1038/ncomms5871
/articles/513463d,Squid skin inspires colourful display,NA,"Nature Commun. 5, 4899 (2014)",https://doi.org/10.1038/ncomms5899
/articles/513282a,Bird diversity at risk from farming,NA,"Science 345, 1343–1346 (2014)",https://doi.org/10.1126/science.1254610
/articles/513282b,Wide area of Ebola risk in Africa,NA,https://doi.org/10.1038/513282b,https://doi.org/10.1038/513282b
/articles/513282c,How a shark used its saw-like jaw,NA,http://dx.doi.org/10.1002/jmor.20319,https://doi.org/10.1002/jmor.20319
/articles/513282d,Surface heat led to ice-shelf demise,NA,"Science 345, 1354–1358 (2014)",https://doi.org/10.1126/science.1256697
/articles/513283a,The gut improves vaccine effects,NA,https://doi.org/10.1038/513283a,https://doi.org/10.1038/513283a
/articles/513283b,Better estimate of Higgs mass,NA,"Phys. Rev. D 90, 052004 (2014)",https://doi.org/10.1103/PhysRevD.90.052004
/articles/513283c,Mosquitoes awaken malaria,NA,"PLoS Pathog. 10, e1004308 (2014)",https://doi.org/10.1371/journal.ppat.1004308
/articles/513283d,Vaginal microbe makes drug,NA,"Cell 158, 1402–1414 (2014)",https://doi.org/10.1016/j.cell.2014.08.032
/articles/513283e,Sneaky ants steal in plain sight,NA,https://doi.org/10.1038/513283e,https://doi.org/10.1038/513283e
/articles/513146a,Videos teach tricks to wild monkeys,NA,"Biol. Lett. 10, 20140439 (2014)",https://doi.org/10.1098/rsbl.2014.0439
/articles/513146b,How coffee got its buzz,NA,"Science 345, 1181–1184 (2014)",https://doi.org/10.1126/science.1255274
/articles/513146c,Wooing frogs are bat bait,NA,"J. Exp. Biol. 217, 3038–3044 (2014)",https://doi.org/10.1242/jeb.107482
/articles/513146d,Magnets used in suspension act,NA,https://doi.org/10.1038/513146d,https://doi.org/10.1038/513146d
/articles/513147a,Blue whales bounce back,NA,https://doi.org/10.1038/513147a,https://doi.org/10.1038/513147a
/articles/513147b,Early diet shapes gut flora,NA,"Sci. Transl. Med. 6, 252ra120 (2014)",https://doi.org/10.1126/scitranslmed.3008791
/articles/513147c,Music training aids speech processing,NA,"J. Neuro. 34, 11913–11918 (2014)",https://doi.org/10.1523/JNEUROSCI.1881-14.2014
/articles/513147d,Bacteria generate propane gas,NA,"Nature Commun. 5, 4731 (2014)",https://doi.org/10.1038/ncomms5731
/articles/513147e,Archer fish show how to sharpshoot,NA,http://dx.doi.org/10.1016/j.cub.2014.07.059,https://doi.org/10.1016/j.cub.2014.07.059
/articles/513008a,Mobile rocks explained,NA,"PLoS ONE 9, e105948 (2014)",https://doi.org/10.1371/journal.pone.0105948
/articles/513008b,Marine enzyme can multi-task,NA,https://doi.org/10.1038/513008b,https://doi.org/10.1038/513008b
/articles/513008c,Eyes offer window on dementia,NA,https://doi.org/10.1038/513008c,https://doi.org/10.1038/513008c
/articles/513008d,Ebola genomes decoded,NA,https://doi.org/10.1038/513008d,https://doi.org/10.1038/513008d
/articles/513008e,Sahara stopped human mixing,NA,"Quat. Sci. Rev. 101, 207–216 (2014)",https://doi.org/10.1016/j.quascirev.2014.07.019
/articles/513009a,Flexible solar cells work both ways,NA,https://doi.org/10.1038/513009a,https://doi.org/10.1038/513009a
/articles/512350a,Sick reefs repel young coral,NA,"Science 345, 892–897 (2014)",https://doi.org/10.1126/science.1255057
/articles/512350b,Yeast turned into opioid-makers,NA,http://dx.doi.org/10.1038/nchembio.1613,https://doi.org/10.1038/nchembio.1613
/articles/512350c,Collision history written in rock,NA,"Meteorit. Planet. Sci. 49, 1388–1425 (2014)",https://doi.org/10.1111/maps.12323
/articles/512350d,Liquid layer for lung defence,NA,https://doi.org/10.1038/512350d,https://doi.org/10.1038/512350d
/articles/512351a,Light signals boost stroke recovery,NA,https://doi.org/10.1038/512351a,https://doi.org/10.1038/512351a
/articles/512351b,Earth's lakes added up,NA,https://doi.org/10.1038/512351b,https://doi.org/10.1038/512351b
/articles/512351c,Polio killed the vaccinated,NA,https://doi.org/10.1038/512351c,https://doi.org/10.1038/512351c
/articles/512351d,Algal boom and bust tracked,NA,https://doi.org/10.1038/512351d,https://doi.org/10.1038/512351d
/articles/512351e,Plants drink mineral water,NA,"Nature Commun 5, 4660 (2014)",https://doi.org/10.1038/ncomms5660
/articles/512351f,The cost of misconduct,NA,"Stern, A. M., Casadevall, A., Steen, R. G. & Fang, F. C. eLife 3, e02956 (2014)",https://doi.org/10.7554/eLife.02956
/articles/512234a,Farmed salmon swim to freedom,NA,https://doi.org/10.1038/512234a,https://doi.org/10.1038/512234a
/articles/512234b,Antibody–drug mix stops relapse,NA,https://doi.org/10.1038/512234b,https://doi.org/10.1038/512234b
/articles/512234c,Soft machines made like Lego,NA,https://doi.org/10.1038/512234c,https://doi.org/10.1038/512234c
/articles/512234d,Comets forge organic molecules,NA,"Astrophys. J. Lett. 792, L2 (2014)",https://doi.org/10.1088/2041-8205/792/1/L2
/articles/512235a,How Salmonella bounces back,NA,"Cell 158, 722–733 (2014)",https://doi.org/10.1016/j.cell.2014.06.045
/articles/512235b,Dusty visitors from interstellar space,NA,"Science 345, 786–791 (2014)",https://doi.org/10.1126/science.1252496
/articles/512235c,Poaching leads to elephant decline,NA,http://dx.doi.org/10.1073/pnas.1403984111,https://doi.org/10.1073/pnas.1403984111
/articles/512235d,Secret to Ebola's success,NA,"Cell Host Microbe 16, 187–200 (2014)",https://doi.org/10.1016/j.chom.2014.07.008
/articles/512235e,Robot swarms take shape,NA,"Science 345, 795–799 (2014)",https://doi.org/10.1126/science.1254295
/articles/512235f,Strong words over a 'Hobbit',NA,"Merolla, P. A. et al. Science 345, 668–673 (2014)",https://doi.org/10.1126/science.1254642
/articles/512116a,Arctic snowpack thins,NA,https://doi.org/10.1038/512116a,https://doi.org/10.1038/512116a
/articles/512116b,CRISPR corrects β-thalassaemia,NA,https://doi.org/10.1038/512116b,https://doi.org/10.1038/512116b
/articles/512116c,Another super-Earth found,NA,"Astrophys. J. 791, 114 (2014)",https://doi.org/10.1088/0004-637X/791/2/114
/articles/512116d,"Cleaner, greener ammonia",NA,"Science 345, 637–640 (2014)",https://doi.org/10.1126/science.1254234
/articles/512116e,Resistance genes mapped,NA,"PLoS Genet. 10, e1004547 (2014)",https://doi.org/10.1371/journal.pgen.1004547
/articles/512117a,Seeing through a mouse skull,NA,https://doi.org/10.1038/512117a,https://doi.org/10.1038/512117a
/articles/512117b,From earthquakes to icequakes,NA,http://dx.doi.org/10.1038/ngeo2212,https://doi.org/10.1038/ngeo2212
/articles/512117c,Fresh growth from elderly cells,NA,https://doi.org/10.1038/512117c,https://doi.org/10.1038/512117c
/articles/512117d,Ecosystems afloat in asphalt,NA,"Science 345, 673–676 (2014)",https://doi.org/10.1126/science.1252215
/articles/512117e,Clash over the Kardashians of science,NA,"Hall, N. Genome Biol. 15, 424 (2014)",https://doi.org/10.1186/s13059-014-0424-0
/articles/512008a,Rubbish is a burning problem,NA,https://doi.org/10.1038/512008a,https://doi.org/10.1038/512008a
/articles/512008b,Fresh look at Galactic rim,NA,"Astrophys. J. 791, 9 (2014)",https://doi.org/10.1088/0004-637X/791/1/9
/articles/512008c,Brain scans predict TV hits,NA,"Nature Commun. 5, 4567 (2014)",https://doi.org/10.1038/ncomms5567
/articles/512008d,Breaking icebergs blast out noise,NA,https://doi.org/10.1038/512008d,https://doi.org/10.1038/512008d
/articles/512008e,Rodents made see-through,NA,https://doi.org/10.1038/512008e,https://doi.org/10.1038/512008e
/articles/512009a,Manta rays change colour,NA,https://doi.org/10.1038/512009a,https://doi.org/10.1038/512009a
/articles/512009b,Best gauge of exoplanet size,NA,"Astrophys. J. 790, 12 (2014)",https://doi.org/10.1088/0004-637X/790/1/12
/articles/512009c,Novae join the γ-ray generators,NA,"Science 345, 554–558 (2014)",https://doi.org/10.1126/science.1253947
/articles/512009d,A year with your microbes,NA,"Genome Biol. 15, R89 (2014)",https://doi.org/10.1186/gb-2014-15-7-r89
/articles/512009e,Furore over genome function,NA,"Nature 489, 57–74; 2012",https://doi.org/10.1038/nature11247
